SATKER,TGL_DIFF,UP,REALGUP,PAGU,REALISASI,PAGU52,REAL52,PAGU53,REAL53,STATUS
567481,8,84800000,55035641,7522079000,4027816538,3474679000,1662761948,-,-,1
7165,9,48000000,31036000,7242482000,4108090637,1592668000,580927608,7000000,0,1
406494,7,45000000,43105400,9816496000,5450292230,5461321000,2802257227,-,-,1
641504,11,45000000,45000000,27392137000,15915851914,6399705000,2814168680,-,-,1
567481,7,84800000,44882246,7522079000,4027816538,3474679000,1662761948,-,-,1
650126,12,6600000,6381392,2668997000,1512774895,723518000,454272491,32000000,31850000,1
683589,8,60000000,59986500,18405787000,12085351116,13842184000,9130578565,0,0,1
237788,13,90000000,89951409,15079783000,8835880280,8091986000,4322898007,761120000,653108000,1
700147,13,90000000,49575341,16892484000,8307655651,4689105000,2169911917,50000000,47200000,1
641698,6,300000000,300000000,50077448000,31365998485,14574164000,8589422910,0,0,1
641642,7,400000000,393373550,71436952000,43720890118,21787543000,11597314457,0,0,1
7212,7,39000000,37518410,5254068000,2978295124,1704523000,547629347,7000000,0,1
567481,13,84800000,42694600,7522079000,4027816538,3474679000,1662761948,-,-,1
119039,7,6700000,6700000,303550000,163875200,303550000,163875200,-,-,1
527933,12,60000000,39667800,4060727000,2198384084,2322040000,1203672084,984043000,653728000,1
440502,13,20000000,17694035,2211862000,1278444042,841877000,467474891,32000000,32000000,1
418304,10,240000000,167380800,159440424000,60790494477,51227421000,20107484296,104427198000,38406842157,1
567481,10,84800000,42807977,7522079000,4027816538,3474679000,1662761948,-,-,1
440506,10,2000000,1700000,167997000,89824718,42860000,20008029,0,0,1
406375,13,150000000,114332355,24905476000,13835795726,17798052000,9491083070,-,-,1
402282,13,30000000,22438656,4764913000,2858294276,1416282000,806373041,10000000,10000000,1
119036,14,6000000,6000000,552941000,108622966,552941000,108622966,-,-,1
525296,16,120000000,74760504,13133208000,4818345985,5213049000,1856899470,3027000000,87285026,1
413293,21,180000000,166611462,44302886000,21749905012,23607300000,10390626997,2591141000,1194936200,1
402251,14,27000000,26999849,3506544000,2529231912,1122784000,813946631,10000000,9900000,1
406375,15,150000000,149964336,24905476000,13835795726,17798052000,9491083070,-,-,1
681507,23,12500000,12490500,3661326000,1311090672,838290000,467413500,2061730000,447410950,1
621911,37,300000000,193502066,22405578000,9045174335,11533183000,3336930714,1142659000,484250000,1
119770,2,300000000,262098400,22643393000,15901614712,13075863000,9164909409,109070000,109057500,1
417641,4,30600000,22475460,8636007000,4134156493,1864327000,890881041,207000000,-,1
352639,4,300000000,162488600,28236181000,22099330468,8318106000,4981545550,0,0,1
527975,5,20000000,11283150,1797436000,736885303,1149744000,596154303,445220000,45900000,1
406488,13,30000000,29997000,7723547000,4609175555,4806422000,2444561767,0,0,1
109118,13,99900000,99900000,22165765000,13581479516,13781814000,8651112338,50000000,31469911,1
641567,16,150000000,149907000,27609379000,14817227560,16664508000,8884461733,0,0,1
641499,9,120000000,87331000,24527803000,14943871387,12320657000,6757068900,125000000,124500000,1
664565,12,60000000,54521000,7075597000,3951218144,4840879000,2517622000,291000000,284225050,1
527975,19,20000000,16807000,1797436000,736885303,1149744000,596154303,445220000,45900000,1
665307,8,240000000,240000000,44341528000,28453518761,13920948000,7922027979,0,0,1
632009,9,30000000,30000000,2278249000,1626543031,1619744000,852839263,100000000,99166000,1
665882,13,300000000,187789000,66628003000,32732247764,14216309000,7574880898,10935404000,2345356100,1
527975,20,20000000,18831454,1797436000,736885303,1149744000,596154303,445220000,45900000,1
431127,16,100000000,57518722,14423694000,3191369149,12849198000,2362248919,50785000,0,1
650016,22,12000000,11990000,7770871000,2195396304,6058088000,1380352961,18722000,6992000,1
418508,14,36000000,33000000,9517075000,4932123426,2402640000,946785344,0,0,1
553792,20,30000000,30000000,3550824000,2056627031,794243000,362957000,118727000,108538000,1
403412,22,3000000,2987500,37450000,16275000,37450000,16275000,-,-,1
402242,26,60000000,59970543,12115493000,6271156153,1580832000,859220111,145000000,144500000,1
650132,26,15000000,12338000,12005750000,5761223396,533406000,233176000,66000000,54618000,1
119138,14,34200000,3430000,862800000,614150057,862800000,614150057,-,-,1
553125,17,30000000,21800000,4662277000,2564222928,925706000,428175939,109150000,109102000,1
99232,20,18000000,15710000,331200000,190339340,331200000,190339340,0,0,1
652208,29,30000000,29999160,6048572000,3424760728,3770025000,1743020212,0,0,1
401833,22,20000000,20000000,2886183000,1566745797,984940000,492703250,0,0,1
418458,23,20000000,19665561,27215866000,14240491132,944486000,395147433,82650000,35138850,1
408143,28,60000000,35246363,10797007000,6057234432,5580386000,2675268891,71888000,69947000,1
403410,29,2400000,2150000,92600000,53000000,92600000,53000000,0,0,1
597502,8,4000000,4000000,1468816000,711318644,525435000,238956000,24165000,15665000,1
597537,27,2000000,1999796,1783508000,1013792769,597462000,267419609,83490000,83468500,1
401833,28,20000000,20000000,2886183000,1566745797,984940000,492703250,0,0,1
662127,29,50000000,46095000,2734647000,1489362492,978242000,485752310,125000000,125000000,1
403847,29,180000000,155208457,208432127000,105191604628,104689881000,46409393786,82236741000,46959734972,1
418375,30,6000000,3060000,1040950000,588257873,229940000,100610926,-,-,1
450573,15,120000000,69375230,35832779000,19538731065,9319739000,3960958430,-,-,1
661228,16,17000000,13695000,1886060000,1052719386,548580000,294020472,37000000,22500000,1
686250,6,440000000,79327200,47306926000,21653421897,34318902000,12682999448,-,-,1
119138,6,34200000,3430000,862800000,614150057,862800000,614150057,-,-,1
641600,28,23000000,14500000,3950827000,2269221297,1284695000,830407000,-,-,1
418368,15,12000000,9826500,4566397000,2432798628,887729000,494437431,782000000,350380937,1
498590,19,87000000,62176320,431477039000,125523850680,52330468000,20404296863,378946571000,105082338123,1
111714,19,300000000,297568000,43581925000,26547544567,13186783000,7056559554,0,0,1
424239,8,18000000,18000000,5885015000,3653059353,975148000,622599190,120000000,119946000,1
673521,26,48000000,46793787,5730457000,2998494493,2615244000,1667803496,0,0,1
418489,28,19900000,19900000,37428801000,20308266290,3747697000,1768104500,107500000,102972820,1
675102,28,1850000,1850000,1299555000,670298638,433418000,222945580,34000000,34000000,1
426041,28,36000000,36000000,6429792000,3602408153,1136584000,458550000,200000000,200000000,1
675094,29,5656800,5656800,1605171000,730379699,540841000,320786600,14500000,14500000,1
418487,30,17000000,13879000,2547756000,1478660618,766396000,389460000,32000000,31750000,1
683589,5,60000000,45939500,18405787000,12085351116,13842184000,9130578565,0,0,1
527933,6,60000000,48196850,4060727000,2198384084,2322040000,1203672084,984043000,653728000,1
654872,22,300000000,294241088,36420431000,23545960499,12070614000,6389938032,0,0,1
685695,4,300000000,298825000,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
667236,4,60000000,59957000,9016895000,5998999941,5720540000,3719459314,0,0,1
111071,29,500000,500000,573877000,306349779,96600000,57230000,0,0,1
449488,1,39000000,29068740,85667342000,49826983987,23741418000,11247204149,53511175000,33448594418,1
686250,2,440000000,102115158,47306926000,21653421897,34318902000,12682999448,-,-,1
403410,5,2400000,2400000,92600000,53000000,92600000,53000000,0,0,1
309360,30,53013000,53013000,7314619000,4615962794,1283358000,641304000,49000000,49000000,1
119130,44,100000000,51094000,4538120000,1211355040,4538120000,1211355040,-,-,0
418456,16,10000000,9420496,2257030000,1303109450,794587000,436132669,32000000,29453850,1
682914,4,60000000,32397700,1870653000,989775156,1870653000,989775156,0,0,1
7212,28,39000000,34038673,5254068000,2978295124,1704523000,547629347,7000000,0,1
420032,31,4500000,4406626,1195784000,717507895,417440000,201406702,10000000,10000000,1
417641,6,30600000,20443907,8636007000,4134156493,1864327000,890881041,207000000,-,1
237814,22,210000000,123512753,17580691000,8179549461,12418998000,5034242708,0,0,1
98959,13,30000000,29938315,5818674000,3354053795,1715295000,751432948,111000000,77500000,1
418523,27,18000000,10583389,10308977000,5092972338,1805790000,798298499,1750000000,497012300,1
418413,14,3000000,3000000,357356000,185620186,187250000,100861500,0,0,1
654886,6,300000000,279669000,75846139000,46610823617,19774735000,9836935243,0,0,1
7165,5,48000000,40396253,7242482000,4108090637,1592668000,580927608,7000000,0,1
437092,7,51000000,49621000,6866891000,3933248068,1839768000,891971515,349818000,323018000,1
553807,11,15000000,10000000,4359937000,2307176184,771904000,353050000,61310000,21310000,1
634530,5,30000000,15375000,1439194000,814437291,1191434000,691232291,0,0,1
681507,5,12500000,8185000,3661326000,1311090672,838290000,467413500,2061730000,447410950,1
403410,7,2400000,2390000,92600000,53000000,92600000,53000000,0,0,1
406420,7,51000000,50981579,16445313000,9119246783,12046631000,6161983280,0,0,1
665882,9,300000000,284590750,66628003000,32732247764,14216309000,7574880898,10935404000,2345356100,1
424951,15,20000000,20000000,4489183000,2497267889,793848000,384192608,99000000,99000000,1
685695,1,300000000,300000000,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
7123,8,30000000,28445485,7922868000,3912402734,1650412000,548595773,7000000,-,1
637550,21,30000000,29212260,4830164000,2221775590,3153094000,1222599058,18722000,17220000,1
7144,22,24000000,22385000,6427590000,3341669626,1498746000,509444000,7000000,0,1
411146,12,60000000,42284000,4284622000,2295563231,4284622000,2295563231,-,-,1
672970,15,4000000,3618900,57383000,32957900,57383000,32957900,0,0,1
406457,7,36000000,36000000,15243806000,9230095089,11168219000,6598239134,0,0,1
632009,9,30000000,30000000,2278249000,1626543031,1619744000,852839263,100000000,99166000,1
426066,12,50000000,34387500,6482547000,3515904115,1626912000,647500500,250000000,209950000,1
672969,4,20000000,19299316,3967705000,2307741360,1405737000,869564696,87500000,84250000,1
650130,5,15000000,15000000,2214614000,1334739644,765890000,467756000,361730000,321700000,1
650130,7,15000000,15000000,2214614000,1334739644,765890000,467756000,361730000,321700000,1
574366,11,20000000,20000000,5041207000,2796947126,1048172000,496480000,64200000,64200000,1
672953,27,5000000,4155500,89115000,41355500,89115000,41355500,-,-,1
428270,9,30000000,28883822,7333696000,4812068317,3924619000,2628025022,0,0,1
7229,14,30000000,28291000,5199371000,3120129782,1466700000,562787000,7000000,0,1
536726,15,50000000,47861500,4597383000,3059732881,1328442000,624931400,-,-,1
653701,16,15000000,11146600,23277185000,14308538247,325233000,137125600,36000000,33931000,1
561541,7,90000000,53791755,10661579000,5486002291,3159928000,1336018942,351462000,-,1
665882,8,300000000,192927750,66628003000,32732247764,14216309000,7574880898,10935404000,2345356100,1
111714,11,300000000,250893000,43581925000,26547544567,13186783000,7056559554,0,0,1
683593,7,57000000,49663216,15395191000,8407302354,11083905000,5438426266,-,-,1
654886,23,300000000,275822000,75846139000,46610823617,19774735000,9836935243,0,0,1
675094,19,5656800,5656800,1605171000,730379699,540841000,320786600,14500000,14500000,1
661211,21,5000000,5000000,2384931000,1198072012,506470000,237416412,78400000,78400000,1
472112,22,102000000,102000000,56806523000,23121221161,3580541000,1628558184,53125979000,21490953977,1
440552,16,60000000,51353500,9784893000,5272544768,1897510000,828287400,-,-,1
424951,20,20000000,20000000,4489183000,2497267889,793848000,384192608,99000000,99000000,1
669055,19,30000000,21898037,7560088000,3359492366,6018061000,2698288647,76177000,0,1
418374,22,39000000,39000000,9163495000,6418899210,1613048000,968666000,375000000,363115000,1
418403,8,6000000,3990500,525905000,274990264,163730000,59158907,0,0,1
656485,13,30000000,21833770,3766326000,1973693057,1118279000,306909408,199226000,0,1
110060,21,100000000,85016488,1081524000,516484047,1081524000,516484047,-,-,1
7130,22,50000000,32965337,7314901000,4196828049,1773739000,557496561,7000000,5050000,1
652212,27,39000000,38852555,4140444000,2740718688,2002774000,1288641455,0,0,1
418494,28,7000000,6972700,3257159000,900934069,190410000,60022700,2469089000,539716800,1
418429,48,10000000,6000000,573534000,220304052,184810000,68280000,-,-,0
654872,5,300000000,294822000,36420431000,23545960499,12070614000,6389938032,0,0,1
418353,26,60000000,47203776,8173880000,4439068061,3875849000,1863592678,334500000,330554000,1
440503,26,65000000,33720136,7861293000,3642066886,1784590000,722391484,1420000000,402524628,1
110060,28,100000000,84936259,1081524000,516484047,1081524000,516484047,-,-,1
667236,23,60000000,59959100,9016895000,5998999941,5720540000,3719459314,0,0,1
119132,19,102000000,63030000,10388165000,5017836635,10388165000,5017836635,-,-,1
401943,22,34800000,30273319,26641067000,3302253044,1051444000,512088721,23538000000,1099117347,1
536726,12,50000000,42803500,4597383000,3059732881,1328442000,624931400,-,-,1
667215,13,36000000,32270060,5638916000,3734514454,3291859000,1989897346,0,0,1
418412,18,10000000,4031000,2851536000,1206562623,165750000,72001450,2519823000,1059290464,1
406488,19,30000000,29998374,7723547000,4609175555,4806422000,2444561767,0,0,1
425369,26,210000000,190607949,25085746000,17163909588,14975121000,10131211128,1828000000,1424096500,1
527975,26,20000000,19837050,1797436000,736885303,1149744000,596154303,445220000,45900000,1
432841,26,300000000,254374602,30567108000,17977715283,15740163000,8415046474,3601445000,2666965759,1
597516,29,10200000,10200000,2915978000,1456235732,519950000,249050000,35500000,35477000,1
685695,3,300000000,217500000,575403727000,431286684609,49235629000,27996861450,191300000,191300000,1
641567,4,150000000,123350000,27609379000,14817227560,16664508000,8884461733,0,0,1
641621,4,30000000,28946650,8310117000,4047279998,4351292000,1794090513,-,-,1
449488,1,39000000,38908872,85667342000,49826983987,23741418000,11247204149,53511175000,33448594418,1
99228,10,40000000,33888000,641515000,278628221,641515000,278628221,0,0,1
352639,12,300000000,150208850,28236181000,22099330468,8318106000,4981545550,0,0,1
661228,24,17000000,15670000,1886060000,1052719386,548580000,294020472,37000000,22500000,1
7119,26,120000000,92243560,22362961000,12396144754,3188591000,1350151457,207000000,-,1
413293,3,180000000,26864000,44302886000,21749905012,23607300000,10390626997,2591141000,1194936200,1
648209,34,120000000,100829300,19016950000,3542052899,16384297000,2176737293,1100000000,300510000,0
119139,54,25200000,13467350,1372740000,906306330,1372740000,906306330,-,-,0
403412,4,3000000,2537500,37450000,16275000,37450000,16275000,-,-,1
553792,5,30000000,30000000,3550824000,2056627031,794243000,362957000,118727000,108538000,1
656549,5,24000000,12090315,3243423000,1839287387,926384000,263764312,-,-,1
650016,29,12000000,11918250,7770871000,2195396304,6058088000,1380352961,18722000,6992000,1
418354,29,90000000,52422630,110036183000,44802176637,19316036000,7182449325,14674248000,528794660,1
427159,30,120000000,105172119,51828406000,14310560796,45632448000,10812293312,1597000000,1230226600,1
683589,1,60000000,59969000,18405787000,12085351116,13842184000,9130578565,0,0,1
352639,2,300000000,193786850,28236181000,22099330468,8318106000,4981545550,0,0,1
7123,5,30000000,29520509,7922868000,3912402734,1650412000,548595773,7000000,-,1
418400,12,30000000,26234646,2040082000,1185909364,846098000,511255037,32000000,31975000,1
410574,14,120000000,118783125,12933145000,7153145110,6165714000,3691440715,284993000,0,1
663534,13,120000000,74023517,10976406000,6001231329,5646070000,2455799403,0,0,1
426035,13,11865000,5932500,7507473000,4887711138,1266274000,679694384,160000000,150000000,1
401909,13,39600000,32220900,5094169000,2831225365,1384192000,692152973,10000000,10000000,1
119232,20,160000000,131332300,29756810000,16087178185,29756810000,16087178185,-,-,1
410574,6,120000000,119941332,12933145000,7153145110,6165714000,3691440715,284993000,0,1
415383,13,60000000,40310530,5127259000,2511611568,2166580000,900166511,46000000,-,1
613455,21,60000000,42318004,13411319000,5979161279,8189028000,3450179135,1537105000,521700000,1
110068,6,300000000,221500000,15009131000,2671691500,15009131000,2671691500,-,-,1
111904,6,15000000,8262500,3075014000,1661570870,905372000,267180826,0,0,1
119138,6,34200000,6900000,862800000,614150057,862800000,614150057,-,-,1
665307,5,240000000,148219405,44341528000,28453518761,13920948000,7922027979,0,0,1
119137,32,470000000,257680000,29462430000,9361416969,29462430000,9361416969,-,-,1
408818,46,120000000,105051093,23086115000,11652576075,6079102000,2769935601,4746383000,625875100,0
652212,3,39000000,29680000,4140444000,2740718688,2002774000,1288641455,0,0,1
634530,7,30000000,16976600,1439194000,814437291,1191434000,691232291,0,0,1
661228,13,17000000,17000000,1886060000,1052719386,548580000,294020472,37000000,22500000,1
7229,12,30000000,27810000,5199371000,3120129782,1466700000,562787000,7000000,0,1
402267,13,35000000,27213806,4167870000,2428809727,1215072000,754557943,10000000,9900000,1
553807,13,15000000,15000000,4359937000,2307176184,771904000,353050000,61310000,21310000,1
418471,15,15000000,15000000,2978342000,1644570212,543060000,254332000,55000000,30000000,1
650833,19,15000000,13007050,43290167000,18353284549,39570024000,15505775422,-,-,1
597558,20,15000000,14908000,1733771000,969557773,465470000,243758000,27200000,15000000,1
682562,20,120000000,63589842,15958144000,9004325600,5716253000,2414187708,25000000,-,1
408816,25,9000000,8331000,315000000,219814500,315000000,219814500,-,-,1
424239,25,18000000,18000000,5885015000,3653059353,975148000,622599190,120000000,119946000,1
309360,31,53013000,31879000,7314619000,4615962794,1283358000,641304000,49000000,49000000,0
656553,33,25000000,12793229,2843250000,1336574706,837895000,171754099,0,0,0
665307,1,240000000,155715000,44341528000,28453518761,13920948000,7922027979,0,0,1
7229,2,30000000,29510000,5199371000,3120129782,1466700000,562787000,7000000,0,1
553104,23,15000000,7897000,3204406000,1939964233,723404000,380689000,153000000,151000000,1
641567,12,150000000,136934025,27609379000,14817227560,16664508000,8884461733,0,0,1
681507,6,12500000,7160000,3661326000,1311090672,838290000,467413500,2061730000,447410950,1
641677,14,300000000,292523661,75086458000,39912737130,18916054000,9561809119,776608000,481273891,1
237814,14,210000000,160736544,17580691000,8179549461,12418998000,5034242708,0,0,1
111904,16,15000000,10023250,3075014000,1661570870,905372000,267180826,0,0,1
656560,19,24000000,14622131,2644398000,1213770350,972493000,275185799,0,0,1
652212,20,39000000,38715800,4140444000,2740718688,2002774000,1288641455,0,0,1
119138,20,34200000,13080000,862800000,614150057,862800000,614150057,-,-,1
418456,2,10000000,9534501,2257030000,1303109450,794587000,436132669,32000000,29453850,1
418375,31,6000000,3632556,1040950000,588257873,229940000,100610926,-,-,0
506126,3,60000000,31311950,1234115000,649161160,1234115000,649161160,0,0,1
632009,6,30000000,30000000,2278249000,1626543031,1619744000,852839263,100000000,99166000,1
99228,6,40000000,35575000,641515000,278628221,641515000,278628221,0,0,1
7296,7,60000000,53856000,10151885000,5553843121,2243977000,851705445,207000000,7000000,1
631118,32,48000000,25664393,253912108000,115842293467,177043382000,57001491568,76868726000,58840801899,0
7296,7,60000000,60000000,10151885000,5553843121,2243977000,851705445,207000000,7000000,1
656532,19,45000000,33282984,3407932000,1767616222,1064748000,202404535,-,-,1
440559,23,2000000,2000000,571233000,351392198,142150000,70071500,-,-,1
673521,7,48000000,47520000,5730457000,2998494493,2615244000,1667803496,0,0,1
99231,27,20000000,18870000,354429000,170834797,354429000,170834797,0,0,1
440505,25,1800000,1440000,163554000,75155508,43450000,22350000,0,0,1
641567,28,150000000,150000000,27609379000,14817227560,16664508000,8884461733,0,0,1
574370,32,15000000,13880000,2105071000,1067596367,697278000,325588000,58800000,33000000,0
7151,10,60000000,59938500,9878070000,6352540303,2424734000,1765731509,7000000,7000000,1
428270,10,30000000,28845000,7333696000,4812068317,3924619000,2628025022,0,0,1
424951,17,20000000,20000000,4489183000,2497267889,793848000,384192608,99000000,99000000,1
7190,17,75000000,74830000,6117288000,3501845841,1951575000,914856300,7000000,0,1
406457,9,36000000,36000000,15243806000,9230095089,11168219000,6598239134,0,0,1
560834,13,120000000,118014950,9609672000,4795902244,4263783000,1805930873,103388000,14990000,1
428227,7,48000000,37240000,13551306000,7833437251,8098510000,3842206587,-,-,1
672851,8,15000000,11589100,4405499000,1939111643,2071211000,883098801,676595000,44128050,1
418304,13,240000000,133531516,159440424000,60790494477,51227421000,20107484296,104427198000,38406842157,1
408818,20,120000000,119958460,23086115000,11652576075,6079102000,2769935601,4746383000,625875100,1
498097,20,120000000,98191600,325157090000,97720895102,9048000000,1435597850,316109090000,96285297252,1
418459,25,1000000,1000000,807206000,474509818,202160000,151610000,0,0,1
418402,26,42000000,23903322,27127625000,15569245202,1003432000,451185472,83900000,78790000,1
650833,28,15000000,9985000,43290167000,18353284549,39570024000,15505775422,-,-,1
401836,13,10000000,5000000,3568715000,2123253337,1046563000,567050000,0,0,1
682892,18,60000000,45488131,1939726000,901317615,1933376000,901317615,6350000,0,1
575930,18,18000000,18000000,6353467000,3519107203,1166166000,561088938,326220000,318720000,1
411146,19,60000000,54052363,4284622000,2295563231,4284622000,2295563231,-,-,1
537894,15,54000000,37915329,1743078000,947173527,1743078000,947173527,-,-,1
7186,1,18000000,17828000,8383238000,4567583772,1627948000,810480852,7000000,-,1
667222,2,30000000,26629502,8235631000,4430398535,3526535000,2134814055,249000000,203821225,1
402242,8,60000000,59959604,12115493000,6271156153,1580832000,859220111,145000000,144500000,1
406369,7,60000000,58408910,7451461000,5458474402,2169547000,1276733718,100000000,100000000,1
416094,9,60000000,35257663,17312666000,9015693210,5558251000,2807652240,242555000,15636000,1
527961,21,25000000,18973338,1719478000,933978256,1297015000,608327256,244495000,233730000,1
553792,23,30000000,29260000,3550824000,2056627031,794243000,362957000,118727000,108538000,1
641677,24,300000000,295158500,75086458000,39912737130,18916054000,9561809119,776608000,481273891,1
667215,21,36000000,23003269,5638916000,3734514454,3291859000,1989897346,0,0,1
401946,22,20000000,18755797,30819119000,2354652634,927824000,453537844,27771349000,723693301,1
119036,22,6000000,5975000,552941000,108622966,552941000,108622966,-,-,1
111714,1,300000000,180350000,43581925000,26547544567,13186783000,7056559554,0,0,1
675577,15,18000000,7100000,9888967000,1758960948,8308538000,1151477553,438152000,20600000,1
641698,15,300000000,299520000,50077448000,31365998485,14574164000,8589422910,0,0,1
426072,16,30000000,15553697,4284145000,2482160413,1029773000,569188689,18000000,8000000,1
419202,14,60000000,48479392,1833685000,863932958,1833685000,863932958,-,-,1
665292,14,393857200,339094000,59020973000,34290731262,17415837000,8190241796,0,0,1
117134,18,30000000,29180382,6906992000,3219194346,6906992000,3219194346,-,-,1
98991,5,30000000,29991300,5619549000,3153508449,1339370000,879118164,181500000,181325000,1
447940,3,180000000,90983900,133055076000,35828562557,43506623000,17456689733,62709645000,3394849230,1
567495,7,120000000,96993650,14821595000,4962742550,8198395000,1939865198,1420000000,15328590,1
426072,4,30000000,29958000,4284145000,2482160413,1029773000,569188689,18000000,8000000,1
7123,12,30000000,28129896,7922868000,3912402734,1650412000,548595773,7000000,-,1
637550,21,30000000,24955000,4830164000,2221775590,3153094000,1222599058,18722000,17220000,1
418352,28,90000000,48676024,13262274000,7114572221,5527812000,2152470532,1215041000,148432000,1
682900,10,60000000,55484051,1898061000,939509504,1871561000,939509504,26500000,0,1
428289,11,51000000,34782250,8434481000,5415016695,5307780000,3347123603,0,0,1
418399,22,36000000,36000000,8756173000,5813027134,1602707000,1177890551,170020000,100000000,1
98984,25,60000000,59921016,5141543000,2711876772,1592832000,999725043,91000000,91000000,1
98991,10,30000000,26899101,5619549000,3153508449,1339370000,879118164,181500000,181325000,1
418401,29,60000000,50964615,10507823000,5223151948,2458465000,1032206841,1613500000,767617200,1
641546,29,72000000,70915000,11130186000,7235681938,3832372000,2570588000,-,-,1
401819,2,400000000,129649472,67143239000,32922725270,57078580000,27099430701,1250000000,49890000,1
440507,17,10000000,8245000,445901000,220098105,193270000,84885568,0,0,1
418527,23,1000000,930000,697373000,312270797,178150000,87466300,0,0,1
417641,1,30600000,30500000,8636007000,4134156493,1864327000,890881041,207000000,-,1
402298,21,20000000,14063382,4189202000,3023130905,1147739000,822068336,407230000,402540000,1
98959,23,30000000,29127825,5818674000,3354053795,1715295000,751432948,111000000,77500000,1
526751,30,1000000,1000000,41700000,18000000,41700000,18000000,-,-,1
553099,32,20000000,18946000,2078027000,1140312282,539760000,206926000,40500000,40500000,0
665292,5,393857200,393309490,59020973000,34290731262,17415837000,8190241796,0,0,1
248920,13,60000000,31029306,15231078000,7605951441,5818868000,2400998947,797872000,213623644,1
111804,19,30000000,25033300,3319375000,1668972650,892655000,259447840,0,0,1
418523,19,18000000,17959410,10308977000,5092972338,1805790000,798298499,1750000000,497012300,1
431170,19,20000000,19992673,8645755000,3633240122,5434022000,2412467810,1550785000,370150942,1
536726,25,50000000,36990900,4597383000,3059732881,1328442000,624931400,-,-,1
401943,15,34800000,30242592,26641067000,3302253044,1051444000,512088721,23538000000,1099117347,1
117134,16,30000000,29726738,6906992000,3219194346,6906992000,3219194346,-,-,1
440505,22,1800000,1650000,163554000,75155508,43450000,22350000,0,0,1
426421,2,60000000,47270900,3013791000,1583226166,1500935000,731307713,50000000,-,1
672969,4,20000000,19992000,3967705000,2307741360,1405737000,869564696,87500000,84250000,1
686250,6,440000000,19996900,47306926000,21653421897,34318902000,12682999448,-,-,1
553104,12,15000000,8820000,3204406000,1939964233,723404000,380689000,153000000,151000000,1
665307,1,240000000,240000000,44341528000,28453518761,13920948000,7922027979,0,0,1
673521,24,48000000,44855871,5730457000,2998494493,2615244000,1667803496,0,0,1
641504,26,45000000,45000000,27392137000,15915851914,6399705000,2814168680,-,-,1
119137,26,470000000,42373750,29462430000,9361416969,29462430000,9361416969,-,-,1
561541,12,90000000,77937947,10661579000,5486002291,3159928000,1336018942,351462000,-,1
567495,17,120000000,119810686,14821595000,4962742550,8198395000,1939865198,1420000000,15328590,1
437092,22,51000000,46884006,6866891000,3933248068,1839768000,891971515,349818000,323018000,1
7229,25,30000000,27982000,5199371000,3120129782,1466700000,562787000,7000000,0,1
650128,25,7000000,4148580,16235542000,8028971674,540008000,258767753,75000000,47750000,1
7123,3,30000000,29961345,7922868000,3912402734,1650412000,548595773,7000000,-,1
410291,7,90000000,49077000,11506971000,5632371086,6164177000,2461778201,162477000,75185300,1
667236,9,60000000,56155000,9016895000,5998999941,5720540000,3719459314,0,0,1
650829,6,22000000,19700000,11329738000,7433103382,1078933000,559684500,-,-,1
505786,3,60000000,59767975,15224207000,8020058802,13880567000,7066009082,1343640000,954049720,1
653108,27,30000000,29848614,3503481000,2084966847,1784125000,757601555,100000000,19242630,1
681507,16,12500000,12277500,3661326000,1311090672,838290000,467413500,2061730000,447410950,1
418304,16,240000000,128519654,159440424000,60790494477,51227421000,20107484296,104427198000,38406842157,1
425369,17,210000000,158451204,25085746000,17163909588,14975121000,10131211128,1828000000,1424096500,1
418458,27,20000000,16571080,27215866000,14240491132,944486000,395147433,82650000,35138850,1
597541,27,45000000,44485598,4164040000,2316611666,1207608000,573189928,70000000,49913000,1
661192,28,20000000,10000000,1612354000,843735366,537068000,248600000,54230000,54000000,1
111714,5,300000000,168150000,43581925000,26547544567,13186783000,7056559554,0,0,1
683996,7,60000000,55735357,17621429000,9290892785,13267582000,6270483666,-,-,1
634530,8,30000000,29283451,1439194000,814437291,1191434000,691232291,0,0,1
111910,9,15000000,14996519,5192721000,2627745590,3279949000,1714141760,1044893000,387202019,1
700235,10,300000000,158354100,29315928000,14250442568,12530293000,5745983622,2044950000,619720050,1
7144,9,24000000,22066000,6427590000,3341669626,1498746000,509444000,7000000,0,1
401946,24,20000000,15980638,30819119000,2354652634,927824000,453537844,27771349000,723693301,1
406539,28,120000000,120000000,8165172000,5473258598,3141555000,2200358525,-,-,1
498592,28,120000000,111063284,410953717000,112857887643,35248906000,17261017976,375603132000,95539868830,1
401819,3,400000000,128723468,67143239000,32922725270,57078580000,27099430701,1250000000,49890000,1
419202,19,60000000,29665080,1833685000,863932958,1833685000,863932958,-,-,1
667215,10,36000000,24090000,5638916000,3734514454,3291859000,1989897346,0,0,1
411146,13,60000000,54585782,4284622000,2295563231,4284622000,2295563231,-,-,1
99003,14,36000000,34784888,6090892000,2990155812,1686481000,938379117,77500000,77150000,1
418413,13,3000000,3000000,357356000,185620186,187250000,100861500,0,0,1
418402,27,42000000,34196357,27127625000,15569245202,1003432000,451185472,83900000,78790000,1
656485,9,30000000,23686850,3766326000,1973693057,1118279000,306909408,199226000,0,1
641656,12,300000000,284664102,75762340000,45345152128,22353253000,10465609693,-,-,1
