SATKER,UP,Pagu,PAGU52,PAGU53,REAL,REAL52,REAL53,RATA2HARIGUP,RATA2KALIGUPBLN,REALGU
420032,4500000,1195784000,417440000,10000000,717507895,201406702,10000000,19,1,34816702
579213,300000000,29702590000,19129915000,610125000,18763496924,11643533997,323800000,20,1,1711137208
666506,350,265024000,50500000,0,159768207,26600000,0,22,4,700
408813,36000000,1151828000,1151828000,0,526840249,526840249,0,19,2,169871800
681508,2000000,6136586000,1455290000,1750000000,2344755701,642465000,102382850,29,8,9995000
641525,30000000,33146029000,12336543000,0,19537907988,5945265509,0,23,1,174532375
641567,150000000,27609379000,16664508000,0,14817227560,8884461733,0,10,2,2484770225
418009,75000000,9905622000,9905622000,0,4283235841,4283235841,0,14,3,193886288
680310,10000000,1638353000,398764000,32500000,814911387,193930500,31650000,19,5,76286500
673521,48000000,5730457000,2615244000,0,2998494493,1667803496,0,17,1,499830296
418356,21000000,2640318000,704564000,30000000,1465956951,446356176,29364000,27,2,85826036
418369,60000000,32045695000,4285310000,60434000,17029983349,1741203000,42434000,25,3,358203000
424251,16500000,7493454000,1382950000,191300000,4564520951,663481150,175900000,26,2,115500000
406488,30000000,7723547000,4806422000,0,4609175555,2444561767,0,15,4,359968444
99228,40000000,641515000,641515000,0,278628221,278628221,0,21,3,278628221
418426,5000000,11677313000,3063335000,45500000,6323018953,1406686000,45470000,50,3,15000000
567481,84800000,7522079000,3474679000,0,4027816538,1662761948,0,11,1,794052642
440504,28000000,17556699000,1073876000,104020000,8489077080,481965985,87800000,20,2,240748785
418508,36000000,9517075000,2402640000,0,4932123426,946785344,0,14,4,448500000
641642,400000000,71436952000,21787543000,0,43720890118,11597314457,0,10,1,5980211490
406369,60000000,7451461000,2169547000,100000000,5458474402,1276733718,100000000,10,2,716111718
406426,50000000,5453958000,3514645000,100000000,3380436224,1930522201,0,16,3,429239000
248920,60000000,15231078000,5818868000,797872000,7605951441,2400998947,213623644,15,1,372975864
685784,60000000,163772209000,92078324000,4093279000,80088974716,39137287690,333908500,30,2,299938000
415383,60000000,5127259000,2166580000,46000000,2511611568,900166511,0,17,1,383465365
416094,60000000,17312666000,5558251000,242555000,9015693210,2807652240,15636000,17,3,446498819
99225,8000000,315490000,315490000,0,185149782,185149782,0,29,2,33513600
418304,240000000,159440424000,51227421000,104427198000,60790494477,20107484296,38406842157,16,2,2015271063
426066,50000000,6482547000,1626912000,250000000,3515904115,647500500,209950000,25,2,252085500
406935,60000000,388383808000,2000000000,386383808000,228034674901,1035104685,226999570216,24,3,327216525
440505,1800000,163554000,43450000,0,75155508,22350000,0,21,3,12540000
575930,18000000,6353467000,1166166000,326220000,3519107203,561088938,318720000,21,3,143999404
467364,42000000,139908029000,20779802000,114683495000,27813704217,6386237233,18337486424,26,5,252000000
641511,108000000,26816363000,5027839000,0,16804741248,2563007231,0,26,1,576185000
648209,120000000,19016950000,16384297000,1100000000,3542052899,2176737293,300510000,26,1,564991270
648779,36000000,1455858000,1176671000,101995000,816126920,612397920,101702000,19,2,232858820
681507,12500000,3661326000,838290000,2061730000,1311090672,467413500,447410950,16,2,117887500
410574,120000000,12933145000,6165714000,284993000,7153145110,3691440715,0,8,2,2560447168
428211,90000000,21486700000,9418729000,50000000,12153060753,3837908188,44760000,26,2,502893496
418403,6000000,525905000,163730000,0,274990264,59158907,0,19,3,38518907
408143,60000000,10797007000,5580386000,71888000,6057234432,2675268891,69947000,14,2,500402250
666507,6000000,626405000,220690000,0,295091047,95001578,0,25,3,26776306
111071,500,573877000,96600000,0,306349779,57230000,0,24,2,3000000
99227,15000000,252365000,252365000,0,106857000,106857000,0,31,1,53750500
403823,240000000,78364248000,18059952000,330000000,41825127309,6889970468,0,26,2,888255449
413256,30000000,21427361000,5358221000,0,11498068706,3093219288,0,17,1,282849892
418493,20000000,5708896000,847208000,107000000,2877676297,401486000,107000000,17,2,200000000
424951,20000000,4489183000,793848000,99000000,2497267889,384192608,99000000,16,1,200000000
472112,102000000,56806523000,3580541000,53125979000,23121221161,1628558184,21490953977,24,2,672836465
426421,60000000,3013791000,1500935000,50000000,1583226166,731307713,0,15,0,502724713
437092,51000000,6866891000,1839768000,349818000,3933248068,891971515,323018000,19,1,419303030
238542,120000000,32786632000,12286632000,690000000,15864984843,4584907626,127441776,13,4,1218364978
661228,17000000,1886060000,548580000,37000000,1052719386,294020472,22500000,14,5,190230472
682914,60000000,1870653000,1870653000,0,989775156,989775156,0,11,1,700575156
650131,8000000,3918586000,764615000,6000000,2128127704,346372092,6000000,23,1,44562487
655366,90000000,15359682000,13339104000,69507000,3545466884,2320331617,5230000,27,4,363753445
665292,393857200,59020973000,17415837000,0,34290731262,8190241796,0,12,2,5362548190
656595,20000000,3185200000,830496000,0,1765138047,277964596,0,22,1,117195768
597494,19300000,3273605000,1333880000,12000000,1582191703,576285600,0,17,1,193000000
432841,300000000,30567108000,15740163000,3601445000,17977715283,8415046474,2666965759,19,2,1818281750
428258,50000000,5703154000,3122175000,0,3824663034,2078736463,0,20,2,304727863
411146,60000000,4284622000,4284622000,0,2295563231,2295563231,0,8,1,1067508868
406420,51000000,16445313000,12046631000,0,9119246783,6161983280,0,12,1,742485392
527940,30000000,1617258000,1158194000,0,837392623,639014623,0,14,1,254693406
418429,10000000,573534000,184810000,0,220304052,68280000,0,50,5,18000000
418487,17000000,2547756000,766396000,32000000,1478660618,389460000,31750000,27,3,98879000
567495,120000000,14821595000,8198395000,1420000000,4962742550,1939865198,15328590,13,8,1479809436
527975,20000000,1797436000,1149744000,445220000,736885303,596154303,45900000,12,2,261269096
418459,1000000,807206000,202160000,0,474509818,151610000,0,27,2,5500000
418461,2000000,799841000,173830000,0,454670692,56646367,0,25,1,11754450
424245,30000000,6678704000,1019108000,296700000,4150150268,435100000,153300000,25,1,210000000
668529,45000000,8911423000,5066858000,0,5261476697,3365250390,0,16,1,483487768
418457,40000000,8830120000,1625890000,0,4594091420,656496889,0,27,2,178476139
402298,30000000,4189202000,1147739000,407230000,3023130905,822068336,402540000,18,1,200853845
426072,30000000,4284145000,1029773000,18000000,2482160413,569188689,8000000,12,3,335458689
403410,2400000,92600000,92600000,0,53000000,53000000,0,14,2,28400000
406472,40200000,7426480000,4560693000,0,3845573800,2327830270,0,15,1,405137443
119132,102000000,10388165000,10388165000,0,5017836635,5017836635,0,20,2,661946450
403709,80000000,1837647000,1781487000,56160000,842150073,800150073,42000000,19,1,567201940
414540,120000000,19065522000,11350732000,1032400000,8998344901,4799106399,697045705,8,5,2151977056
419528,210000000,29435526000,14605945000,50000000,12118165617,4266642087,49062000,25,3,1250986990
7165,48000000,7242482000,1592668000,7000000,4108090637,580927608,0,14,1,421607608
428264,72000000,11727181000,7276155000,0,5385209678,3354662154,0,15,3,790425870
525296,120000000,13133208000,5213049000,3027000000,4818345985,1856899470,87285026,11,1,1226660938
641504,45000000,27392137000,6399705000,0,15915851914,2814168680,0,23,7,360000000
641656,300000000,75762340000,22353253000,0,45345152128,10465609693,0,13,5,4091768766
656511,25200000,2919158000,970241000,0,1411976545,217826905,0,18,1,174878905
675102,1850000,1299555000,433418000,34000000,670298638,222945580,34000000,26,2,12950000
681510,3000000,448948000,158530000,0,139588723,76610000,0,25,2,19750000
110031,50000000,1938080000,1938080000,0,559251148,559251148,0,28,4,111790748
111804,30000000,3319375000,892655000,0,1668972650,259447840,0,18,2,199687840
653699,20000000,2138839000,914310000,32000000,1257383376,564116572,21886000,19,8,166492572
419528,210000000,29435526000,14605945000,50000000,12118165617,4266642087,49062000,25,3,1250986990
553111,1700000,2468909000,488580000,22000000,1210042030,206540000,22000000,28,2,6800000
119232,150000000,29756810000,29756810000,0,16087178185,16087178185,0,18,3,853692945
431127,100000000,14423694000,12849198000,50785000,3191369149,2362248919,0,18,2,539549020
418355,10200000,1528162000,516700000,0,901058906,373976349,0,28,3,48926771
685742,300000000,145934223000,1227312000,113166205000,57671625536,704113659,38610687950,#N/A,#N/A,#N/A
656553,25000000,2843250000,837895000,0,1336574706,171754099,0,29,2,98669099
440553,10000000,28933263000,652663000,111450000,17163943015,303479000,111148000,21,2,78049000
677598,60000000,281510216000,62460118000,152571662000,91636194117,28290539234,22751235776,20,1,353852818
669062,24000000,10651294000,8890877000,120292000,2719668882,1843971570,5232000,21,4,152000366
18403,300000000,117596572000,49153560000,100000000,62381461098,24341483845,96286770,24,1,1542721740
682900,60000000,1898061000,1871561000,26500000,939509504,939509504,0,15,3,545368390
418425,20000000,2209540000,836436000,32000000,1288911129,464356134,31975000,27,6,100957134
420148,120000000,5188256000,5063345000,124911000,1586719362,1484749362,101970000,18,3,836841640
656600,21000000,2645913000,814350000,0,1333322588,221724645,0,19,2,156889900
447940,180000000,133055076000,43506623000,62709645000,35828562557,17456689733,3394849230,22,1,1117014989
7144,24000000,6427590000,1498746000,7000000,3341669626,509444000,0,10,1,411444000
99233,20000000,295828000,295828000,0,101421919,101421919,0,20,3,101421919
350170,20000000,1663978000,1663978000,0,1321713900,1321713900,0,13,2,141804400
119130,100000000,4538120000,4538120000,0,1211355040,1211355040,0,32,8,210010700
418489,19900000,37428801000,3747697000,107500000,20308266290,1768104500,102972820,26,6,99500000
675094,5656800,1605171000,540841000,14500000,730379699,320786600,14500000,24,1,39597600
690409,120000000,6843574000,3443963000,25000000,3642189661,1745440501,24600000,32,3,429551421
654886,300000000,75846139000,19774735000,0,46610823617,9836935243,0,7,1,6120109500
597541,45000000,4164040000,1207608000,70000000,2316611666,573189928,49913000,21,1,354789928
574352,8000000,1660611000,569154000,28000000,886779274,260613000,28000000,15,2,88000000
621729,120000000,6890351000,2792827000,0,2836410680,1169862707,0,16,2,869262707
641588,133137000,101221181000,10069230000,0,63532818963,4908462027,0,26,5,508907000
440552,60000000,9784893000,1897510000,0,5272544768,828287400,0,23,12,289982500
526751,1000000,41700000,41700000,0,18000000,18000000,0,28,1,3600000
597480,20000000,1454227000,490312000,19000000,819229461,211077000,19000000,27,3,95337000
418359,51000000,6347250000,3344812000,0,4014726419,2231310784,0,22,2,213543739
431158,30000000,9763596000,7887574000,120292000,3179806205,1968398203,17494250,13,2,352095605
431170,20000000,8645755000,5434022000,1550785000,3633240122,2412467810,370150942,14,1,219837299
402242,60000000,12115493000,1580832000,145000000,6271156153,859220111,144500000,17,2,563918111
411702,60000000,5169044000,5169044000,0,2821587584,2821587584,0,11,7,751554856
99003,36000000,6090892000,1686481000,77500000,2990155812,938379117,77150000,10,4,529821268
7172,80000000,8970219000,2590098000,207000000,4962434303,1265863939,7000000,15,1,959999689
406381,48000000,14388787000,9097740000,0,7831208095,4439650999,0,13,2,662129902
450573,120000000,35832779000,9319739000,0,19538731065,3960958430,0,18,2,700374126
683593,57000000,15395191000,11083905000,0,8407302354,5438426266,0,11,3,893280822
654336,48000000,26907310000,19364863000,2164703000,7287890076,3649734338,0,21,5,312845648
418419,18000000,1815011000,414364000,34900000,1043602975,202757407,34900000,22,2,138887407
402236,120000000,12111955000,3806393000,127000000,7709002401,2404453920,116830000,23,3,720377800
402283,7000000,179194000,179194000,0,82554002,82554002,0,14,3,60350000
431164,30000000,9610679000,7658102000,34722000,3449667358,2324548819,21232000,23,2,184658800
402017,6000000,73905000,73905000,0,31963750,31963750,0,18,4,31963750
418440,12270300,6143820000,1006723000,47001000,3489692802,582801300,46990000,15,3,133973300
111905,3000000,6625054000,279580000,36000000,3924848455,140890000,35850000,15,1,34500000
641478,20000000,18726457000,10093786000,0,6439853615,1049188000,0,15,2,192430000
428289,51000000,8434481000,5307780000,0,5415016695,3347123603,0,17,2,411789439
111806,10000000,3595248000,3595248000,0,17500000,17500000,0,47,11,17500000
656581,30000000,3275169000,831626000,0,1739396160,231169029,0,25,2,144851809
637546,21000000,5590065000,3718830000,564267000,2215229028,1355466263,89734000,16,3,200173784
637550,30000000,4830164000,3153094000,18722000,2221775590,1222599058,17220000,15,2,289982856
664565,60000000,7075597000,4840879000,291000000,3951218144,2517622000,284225050,14,2,555016000
